id,account_name,starting_balance,cash_balance,long_term_allocation,swing_allocation,created_at,updated_at
1,Theoretical Portfolio,100000.00,35332.24,0.6500,0.3500,2026-01-30 05:46:48.364917+00,2026-04-02 14:03:53.25625+00
